NO_OF_FRAMES	558
NO_OF_CAMERAS	11
NO_OF_MARKERS	34
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-30, 09:50:46.772	1691.57365920
DATA_INCLUDED	3D
MARKER_NAMES	HR	HL	C7	MS	PX	AR	AL	T7	ELR	EMR	ELL	EML	PMR	PLR	DMR	DLR	PLL	PML	DML	DLL	SIPSR	SIPSL	SIASL	SIASR	CLR	CMR	CML	CLL	MLR	MMR	FAR	MML	MLL	FAL
HR X	HR Y	HR Z	HL X	HL Y	HL Z	C7 X	C7 Y	C7 Z	MS X	MS Y	MS Z	PX X	PX Y	PX Z	AR X	AR Y	AR Z	AL X	AL Y	AL Z	T7 X	T7 Y	T7 Z	ELR X	ELR Y	ELR Z	EMR X	EMR Y	EMR Z	ELL X	ELL Y	ELL Z	EML X	EML Y	EML Z	PMR X	PMR Y	PMR Z	PLR X	PLR Y	PLR Z	DMR X	DMR Y	DMR Z	DLR X	DLR Y	DLR Z	PLL X	PLL Y	PLL Z	PML X	PML Y	PML Z	DML X	DML Y	DML Z	DLL X	DLL Y	DLL Z	SIPSR X	SIPSR Y	SIPSR Z	SIPSL X	SIPSL Y	SIPSL Z	SIASL X	SIASL Y	SIASL Z	SIASR X	SIASR Y	SIASR Z	CLR X	CLR Y	CLR Z	CMR X	CMR Y	CMR Z	CML X	CML Y	CML Z	CLL X	CLL Y	CLL Z	MLR X	MLR Y	MLR Z	MMR X	MMR Y	MMR Z	FAR X	FAR Y	FAR Z	MML X	MML Y	MML Z	MLL X	MLL Y	MLL Z	FAL X	FAL Y	FAL Z	
1089.497	531.195	2685.497	1292.113	728.934	2722.441	1074.266	904.709	2530.137	1027.494	678.691	2396.963	996.931	607.340	2192.347	773.318	886.641	2501.146	1333.224	733.199	2465.620	1107.444	1003.376	2233.402	514.434	581.971	2108.092	594.654	623.605	1994.217	1495.995	532.419	1967.053	1364.467	610.281	1898.891	864.333	385.331	2269.495	842.270	318.355	2258.799	948.270	340.266	2355.111	909.760	234.252	2300.120	1230.908	315.677	2189.276	1208.740	278.149	2146.478	1128.926	201.913	2206.416	1183.947	256.039	2277.519	1104.372	890.569	1731.102	1234.493	868.248	1751.945	1296.775	556.184	1812.198	902.696	639.172	1722.716	918.083	561.610	915.599	1128.541	517.227	880.200	1123.542	29.503	1501.226	1338.166	-50.165	1491.190	978.619	760.460	136.722	1129.982	733.545	161.467	1089.188	476.605	25.730	1153.435	-521.344	933.247	1312.608	-510.189	933.793	1179.219	-834.169	857.542
1090.154	530.815	2685.309	1291.553	729.634	2722.989	1073.404	904.393	2530.572	1027.153	678.613	2397.101	996.551	607.576	2192.009	773.102	886.089	2502.009	1331.807	733.848	2466.133	1107.133	1003.674	2234.102	513.499	581.484	2109.374	594.066	622.556	1994.975	1494.817	531.671	1968.989	1364.255	609.818	1899.169	864.299	385.932	2270.870	843.308	319.390	2260.643	948.436	341.104	2356.421	910.642	234.838	2301.293	1230.016	316.247	2190.454	1208.269	278.315	2147.572	1128.466	201.996	2207.881	1183.555	256.368	2279.212	1105.175	891.429	1731.315	1235.192	868.960	1752.625	1296.867	556.708	1813.241	903.108	640.587	1722.481	918.719	562.221	915.962	1129.223	517.891	880.194	1123.094	29.650	1508.383	1337.876	-50.901	1499.083	978.935	760.489	136.849	1130.406	733.513	161.405	1089.316	476.441	25.624	1150.602	-531.119	949.540	1309.474	-520.337	949.513	1175.399	-846.154	884.693
1090.841	530.352	2685.212	1291.079	730.420	2723.410	1072.696	903.903	2530.838	1026.859	678.461	2397.119	996.187	607.959	2191.866	772.775	885.683	2502.736	1331.986	733.431	2466.578	1106.773	1003.879	2234.754	512.547	581.061	2111.454	592.685	622.182	1996.270	1495.098	530.903	1970.124	1365.344	609.083	1899.442	865.411	385.254	2271.462	844.147	320.377	2262.440	948.716	342.162	2357.926	910.477	235.446	2302.727	1228.780	316.988	2191.717	1208.024	278.255	2148.666	1128.099	202.131	2209.403	1183.429	256.187	2280.589	1105.995	892.335	1731.615	1236.039	870.356	1753.048	1296.631	557.598	1813.935	903.429	641.751	1722.263	920.756	563.573	915.626	1130.508	518.113	880.342	1122.388	29.707	1515.299	1337.629	-51.548	1506.898	979.391	760.458	136.824	1130.742	733.468	161.155	1089.459	476.270	25.517	1147.144	-540.807	966.817	1307.254	-530.613	965.585	1171.870	-857.359	912.269
1091.688	529.819	2685.295	1290.651	730.932	2723.713	1071.841	903.573	2531.154	1026.705	678.241	2397.157	995.730	608.252	2191.432	772.383	885.058	2503.272	1331.361	733.517	2466.938	1106.397	1004.140	2235.669	511.864	580.525	2113.162	591.393	621.592	1997.368	1495.378	529.991	1971.210	1365.726	608.230	1899.722	864.663	385.624	2273.494	844.797	321.316	2264.186	947.923	342.636	2358.613	908.602	236.217	2306.511	1228.698	316.862	2193.005	1207.848	278.098	2150.155	1127.861	202.176	2210.890	1183.144	256.545	2281.925	1106.963	893.260	1731.863	1236.861	871.162	1753.757	1296.308	558.548	1815.010	903.958	643.116	1722.014	922.323	564.656	915.378	1131.300	518.791	880.392	1129.910	33.463	1518.197	1337.490	-52.052	1514.789	979.700	760.496	136.825	1131.156	733.327	161.151	1089.321	476.262	25.494	1144.650	-549.292	983.018	1304.440	-539.819	981.252	1168.275	-868.058	939.475
1092.455	529.284	2685.315	1290.168	731.471	2724.239	1071.148	903.064	2531.485	1026.351	678.058	2397.127	995.348	608.526	2191.165	772.136	884.470	2503.985	1330.827	733.572	2467.227	1106.178	1004.329	2236.308	510.903	580.076	2114.963	589.929	621.149	1999.128	1495.509	529.076	1972.428	1366.422	607.251	1900.713	864.232	386.295	2274.492	845.269	322.210	2265.882	946.424	342.531	2359.836	908.399	236.874	2307.530	1228.573	316.779	2194.222	1208.396	277.507	2152.095	1127.569	202.314	2212.462	1182.823	257.191	2283.359	1107.998	894.314	1732.181	1237.895	872.065	1754.611	1296.664	558.841	1816.553	904.236	644.527	1721.845	922.635	565.241	915.578	1132.084	519.498	880.428	1123.154	30.233	1528.106	1337.272	-52.532	1522.845	980.074	760.422	136.906	1131.427	733.233	160.815	1089.391	476.121	25.542	1142.422	-557.421	999.366	1301.464	-548.494	996.779	1164.631	-877.789	966.832
1093.152	528.692	2685.517	1289.746	731.917	2724.475	1070.445	902.625	2531.768	1025.828	678.192	2396.669	995.123	608.698	2190.899	771.656	883.709	2504.919	1330.307	733.557	2467.567	1105.772	1004.568	2236.926	509.843	579.589	2116.119	588.791	620.442	2000.418	1495.935	528.341	1973.276	1374.026	607.485	1904.429	863.785	386.846	2275.417	845.572	323.059	2267.523	946.567	343.485	2360.955	908.735	237.480	2308.363	1228.391	316.881	2195.293	1207.918	277.643	2153.185	1127.326	202.421	2213.788	1182.482	257.637	2284.730	1108.850	895.263	1732.309	1238.506	872.069	1755.242	1296.650	559.649	1817.289	904.559	645.954	1721.732	922.766	565.735	916.001	1133.038	520.325	880.593	1121.944	30.189	1535.176	1337.226	-53.032	1530.909	980.356	760.607	136.978	1131.713	733.115	160.716	1089.194	476.142	25.426	1138.851	-565.713	1016.300	1298.684	-556.999	1012.423	1161.260	-886.621	993.963
1093.932	528.137	2685.511	1289.460	732.339	2724.958	1069.466	902.044	2532.717	1025.708	677.895	2396.673	994.871	608.862	2190.576	771.387	883.028	2505.697	1329.830	733.513	2467.785	1105.387	1004.664	2237.821	508.824	579.021	2117.336	587.282	620.081	2001.380	1496.431	527.316	1974.410	1359.856	603.162	1903.287	863.826	387.455	2276.089	845.716	323.863	2269.109	946.748	344.405	2361.967	909.450	238.138	2309.104	1228.855	316.382	2196.606	1207.651	277.676	2154.236	1127.114	202.516	2215.065	1182.329	258.223	2285.990	1109.829	896.263	1732.467	1239.382	872.821	1755.732	1296.337	560.638	1817.921	904.946	647.186	1721.472	922.795	566.189	916.355	1133.807	521.071	880.713	1120.748	30.148	1542.274	1337.246	-53.551	1538.836	980.654	760.622	137.004	1131.936	733.065	160.591	1089.396	475.999	25.365	1135.674	-573.659	1033.028	1295.186	-564.428	1027.547	1158.509	-894.597	1020.725
1094.538	527.533	2685.466	1288.843	732.775	2725.323	1068.731	901.522	2533.331	1025.581	677.563	2396.652	994.604	609.122	2190.295	771.295	882.368	2506.489	1329.446	733.475	2468.220	1105.024	1004.832	2238.772	507.887	578.421	2118.566	586.122	619.580	2002.451	1496.936	526.249	1975.608	1361.252	602.423	1903.905	863.671	387.893	2276.835	845.711	324.624	2270.637	947.512	346.040	2363.752	909.307	238.839	2310.541	1228.555	316.511	2197.725	1207.300	277.842	2155.322	1126.765	202.760	2216.303	1182.411	258.305	2287.298	1110.705	897.107	1732.639	1240.113	873.469	1756.174	1296.304	561.337	1818.793	905.541	648.418	1721.538	923.678	567.099	916.546	1134.622	521.790	880.825	1120.879	30.066	1549.709	1337.118	-54.027	1546.729	980.893	760.616	136.963	1132.098	732.969	160.376	1088.828	475.999	25.600	1133.182	-580.454	1049.778	1292.333	-572.153	1043.185	1156.147	-901.797	1047.255
1095.153	527.003	2685.451	1288.596	733.048	2725.770	1068.113	901.029	2533.851	1025.430	677.346	2396.623	994.368	609.229	2190.031	771.069	881.631	2507.419	1329.130	733.388	2468.812	1104.799	1004.897	2239.586	507.022	577.822	2119.721	584.487	619.217	2003.556	1497.625	525.326	1976.515	1364.769	602.154	1904.550	863.643	388.397	2277.942	845.566	325.342	2272.106	947.577	346.775	2364.565	909.129	239.496	2312.014	1228.664	316.415	2199.108	1207.052	278.010	2156.222	1126.615	202.879	2217.634	1182.242	258.843	2288.262	1111.710	897.903	1732.765	1241.074	874.283	1756.592	1296.437	562.002	1819.755	906.320	649.609	1721.537	923.338	567.328	917.063	1135.442	522.445	880.914	1121.088	29.989	1557.178	1337.183	-54.429	1554.880	981.326	760.556	136.980	1132.426	732.657	160.349	1089.320	475.885	25.378	1130.223	-587.630	1066.009	1288.864	-578.824	1058.400	1153.054	-908.322	1073.267
1095.949	526.263	2685.457	1288.093	733.461	2726.241	1067.354	900.410	2534.140	1025.307	676.988	2396.624	994.282	609.327	2189.896	771.006	880.896	2508.213	1328.881	733.266	2469.603	1104.567	1004.876	2240.477	505.796	577.177	2120.949	583.748	618.223	2004.096	1498.269	524.595	1978.010	1368.226	601.850	1905.052	863.486	388.903	2278.852	845.292	326.018	2273.513	948.453	347.903	2365.629	907.424	240.395	2315.509	1228.631	316.494	2200.236	1208.267	276.985	2158.639	1126.446	203.001	2219.218	1181.898	259.364	2289.299	1112.967	898.957	1732.993	1242.125	875.187	1757.078	1296.529	562.651	1820.704	906.683	650.797	1721.519	923.653	567.940	917.410	1136.233	523.148	881.056	1121.081	29.967	1564.799	1337.264	-54.759	1562.950	981.272	760.671	137.099	1132.604	732.598	160.199	1089.187	475.832	25.457	1127.419	-594.064	1082.310	1285.783	-585.414	1073.228	1150.744	-913.966	1098.711
1096.487	525.692	2685.435	1287.820	733.649	2726.720	1066.714	899.712	2534.485	1025.250	676.653	2396.641	994.085	610.303	2189.220	770.555	880.043	2508.892	1328.439	733.281	2470.252	1104.159	1004.801	2241.350	504.523	576.392	2121.966	582.320	617.705	2005.200	1498.997	523.535	1979.799	1369.223	600.908	1905.266	863.029	389.660	2279.941	844.899	326.653	2274.857	947.837	348.380	2366.512	906.905	240.995	2316.266	1228.733	316.443	2201.629	1207.448	277.507	2159.677	1126.316	203.192	2220.519	1181.688	259.913	2290.473	1113.965	899.874	1733.032	1243.039	875.817	1757.496	1296.964	563.059	1821.808	907.251	652.110	1721.584	924.925	569.054	917.665	1136.485	524.383	880.790	1120.631	29.915	1572.840	1337.395	-55.026	1571.392	981.637	760.751	137.115	1132.678	732.453	160.097	1089.146	475.728	25.376	1122.927	-600.193	1099.470	1282.679	-591.404	1088.127	1148.108	-919.340	1123.885
1097.009	525.033	2685.475	1287.236	733.995	2727.050	1065.892	898.985	2534.948	1025.344	676.102	2396.564	994.216	610.320	2188.986	770.326	879.063	2509.542	1328.235	733.089	2470.922	1103.980	1004.905	2242.313	503.472	575.741	2122.999	581.318	616.845	2006.348	1499.937	522.580	1981.021	1369.413	599.624	1905.781	862.711	390.243	2280.871	844.396	327.248	2276.136	947.562	349.050	2366.996	906.179	241.467	2317.051	1228.210	316.910	2202.677	1207.431	277.565	2160.745	1126.300	203.422	2221.694	1181.482	260.420	2291.704	1115.178	900.937	1733.092	1243.841	876.464	1757.870	1297.939	563.280	1823.227	908.156	653.271	1721.565	925.687	570.031	917.839	1137.164	525.056	881.016	1120.540	29.804	1580.959	1337.471	-55.180	1579.712	981.738	760.819	137.191	1132.820	732.257	160.084	1089.189	475.730	25.415	1119.994	-605.389	1115.668	1278.903	-596.481	1102.485	1145.894	-923.650	1148.197
1097.530	524.329	2685.682	1286.669	734.263	2727.431	1064.962	898.252	2535.627	1025.347	675.718	2396.528	994.116	609.695	2188.979	770.252	878.007	2510.208	1327.843	733.191	2471.274	1103.556	1004.854	2243.082	502.458	575.105	2124.466	579.412	616.720	2007.863	1500.647	521.664	1982.126	1372.192	598.935	1906.947	861.926	390.694	2281.850	843.794	327.803	2277.347	947.259	349.532	2367.578	907.515	241.944	2316.728	1227.578	317.565	2203.695	1207.317	277.724	2161.888	1126.191	203.519	2223.110	1181.341	260.812	2293.033	1116.197	901.763	1733.088	1244.736	876.997	1758.101	1297.970	564.190	1824.212	908.805	654.603	1721.957	926.926	571.287	918.057	1137.901	525.730	881.258	1120.113	29.770	1589.428	1337.657	-55.276	1588.063	982.345	760.965	137.566	1132.972	732.031	160.001	1089.141	475.581	25.508	1116.746	-610.806	1131.236	1275.326	-601.417	1116.363	1143.606	-927.166	1171.719
1098.003	523.760	2685.899	1286.244	734.341	2727.817	1064.494	897.495	2536.321	1025.365	675.166	2396.378	994.224	609.749	2188.597	770.174	877.005	2510.790	1328.708	732.094	2472.221	1103.226	1004.807	2243.971	501.654	574.406	2125.829	577.867	616.212	2008.603	1501.288	520.702	1983.206	1374.244	598.273	1907.745	861.475	391.223	2282.739	843.101	328.320	2278.489	947.311	350.216	2368.268	907.254	242.517	2317.929	1226.184	318.791	2204.655	1207.420	277.586	2163.379	1126.093	203.772	2224.180	1181.221	260.904	2294.407	1117.342	902.669	1733.246	1245.699	877.710	1758.447	1298.290	564.866	1825.331	909.354	655.826	1721.786	929.424	573.073	917.977	1138.464	526.402	881.404	1120.512	29.716	1597.984	1337.829	-55.332	1596.506	982.323	761.019	137.847	1132.963	731.888	159.905	1088.995	475.519	25.425	1113.776	-614.982	1147.059	1272.188	-605.912	1130.900	1141.420	-930.125	1194.245
1098.522	522.982	2686.020	1285.885	734.396	2728.454	1063.937	896.800	2536.477	1025.727	674.508	2396.304	994.380	609.856	2188.372	770.173	875.842	2511.512	1327.207	733.174	2472.100	1103.008	1004.805	2244.512	500.713	573.857	2127.266	576.724	615.604	2009.384	1502.201	519.662	1984.549	1364.888	594.273	1910.292	861.121	391.533	2283.704	842.328	328.799	2279.560	947.616	351.149	2369.096	906.993	243.127	2318.891	1226.408	318.718	2205.897	1207.177	277.878	2164.445	1125.955	204.069	2225.161	1180.939	261.599	2295.528	1118.401	903.532	1733.449	1246.863	878.500	1758.897	1298.518	565.656	1826.144	909.935	657.090	1721.802	929.802	573.867	918.229	1139.093	527.091	881.601	1121.433	29.911	1606.646	1338.185	-55.505	1604.988	982.565	761.137	137.724	1132.998	731.673	159.874	1088.970	475.450	25.502	1110.358	-619.342	1162.659	1268.286	-609.540	1144.416	1139.501	-932.633	1216.100
1099.196	522.196	2686.151	1285.287	734.451	2728.975	1063.408	896.084	2536.818	1025.775	673.969	2396.281	994.409	609.880	2188.086	770.004	874.617	2511.915	1328.246	732.074	2473.402	1102.921	1004.816	2245.501	499.571	573.246	2128.378	575.596	614.885	2009.629	1503.085	518.566	1986.077	1383.444	597.493	1913.237	860.528	392.077	2284.444	841.486	329.241	2280.558	947.735	351.912	2369.833	906.563	243.817	2319.753	1226.649	318.565	2207.318	1207.548	277.623	2166.078	1125.850	204.258	2226.361	1180.877	261.993	2296.619	1119.605	904.364	1733.562	1247.790	879.164	1759.116	1298.090	566.869	1826.578	910.392	658.474	1721.697	930.502	574.663	918.499	1139.624	527.730	881.763	1121.977	30.168	1615.792	1338.730	-55.654	1613.530	982.545	761.146	137.858	1133.077	731.553	159.835	1088.491	475.506	25.566	1106.792	-623.396	1177.963	1264.874	-613.315	1157.967	1137.105	-934.792	1237.159
1099.946	521.175	2686.414	1284.805	734.636	2729.364	1062.955	895.242	2537.382	1025.869	673.451	2395.834	994.478	609.989	2187.642	769.725	873.373	2512.317	1327.747	732.276	2473.939	1102.599	1004.757	2246.304	498.790	572.710	2129.532	574.141	614.414	2010.196	1504.021	517.618	1987.771	1384.445	596.378	1913.799	859.762	392.492	2285.011	840.582	329.647	2281.481	946.956	351.780	2370.121	906.236	244.404	2320.621	1228.348	317.397	2208.835	1207.397	277.781	2167.129	1125.788	204.413	2227.712	1180.682	262.523	2297.583	1120.987	905.326	1733.698	1248.929	879.930	1759.316	1299.055	567.199	1828.034	910.624	660.046	1721.926	932.189	575.668	918.132	1140.035	528.382	881.986	1121.905	29.691	1625.370	1338.872	-55.403	1621.925	982.742	761.197	137.573	1133.048	731.411	159.729	1088.673	475.492	25.384	1103.112	-626.219	1193.425	1260.916	-616.158	1171.210	1135.043	-936.391	1257.294
1100.441	520.324	2686.678	1284.365	734.589	2729.814	1062.940	894.518	2538.251	1026.240	672.745	2395.836	994.709	609.956	2187.531	769.431	872.072	2512.834	1327.356	732.345	2474.408	1102.535	1004.649	2247.249	497.894	572.202	2130.227	572.891	613.724	2010.997	1505.057	516.556	1989.232	1385.441	595.016	1914.153	859.330	392.985	2285.488	839.629	330.017	2282.326	946.925	352.372	2370.675	904.146	245.127	2323.813	1227.647	318.063	2209.788	1207.509	277.866	2168.207	1125.797	204.573	2228.840	1180.570	262.927	2298.525	1122.124	906.332	1733.562	1250.088	880.699	1759.555	1299.370	567.914	1829.086	911.321	661.224	1722.383	933.075	576.573	918.317	1140.649	528.987	882.284	1123.037	29.999	1634.650	1339.378	-55.265	1630.423	982.618	761.160	137.757	1133.122	731.214	159.808	1088.630	475.241	25.801	1100.290	-629.073	1208.198	1257.540	-618.913	1184.225	1132.624	-937.638	1276.142
1100.820	519.583	2686.784	1283.696	734.669	2730.273	1062.488	893.729	2538.662	1026.578	672.176	2395.670	994.922	609.997	2187.288	769.265	870.789	2513.251	1326.959	732.549	2474.696	1102.418	1004.585	2248.296	496.842	571.466	2130.844	571.601	613.192	2011.609	1506.111	515.413	1990.957	1387.105	594.196	1915.161	858.572	393.389	2286.112	838.635	330.353	2283.093	947.268	353.513	2372.063	904.134	245.758	2324.047	1227.301	318.437	2210.683	1207.812	277.649	2169.506	1125.709	204.822	2229.715	1180.376	263.511	2299.582	1123.471	907.145	1733.502	1251.091	881.154	1759.568	1300.019	568.352	1830.282	912.117	662.707	1722.675	932.703	576.982	918.953	1141.048	529.595	882.440	1123.814	30.404	1643.812	1339.835	-55.081	1639.087	982.820	761.278	137.804	1133.086	731.185	159.726	1088.623	475.210	25.754	1096.773	-631.314	1222.335	1253.782	-621.179	1196.801	1130.813	-938.585	1294.079
1101.289	518.717	2686.971	1283.549	734.275	2730.899	1062.143	892.825	2539.004	1026.672	671.719	2395.270	995.301	609.878	2187.075	769.282	869.496	2513.504	1326.886	732.438	2475.163	1102.191	1004.370	2249.200	495.608	570.739	2131.494	570.337	612.495	2012.033	1507.258	514.502	1992.144	1388.264	592.951	1916.339	857.977	393.855	2286.563	837.610	330.656	2283.778	947.831	354.380	2373.168	904.210	246.286	2324.245	1225.979	319.714	2211.563	1208.315	277.387	2170.764	1125.712	204.977	2230.662	1180.194	264.003	2300.510	1124.708	908.013	1733.455	1252.162	881.783	1759.705	1300.616	568.835	1831.307	912.760	664.034	1722.932	933.087	577.376	919.686	1141.517	530.060	882.709	1124.574	30.765	1653.494	1340.424	-54.845	1647.509	983.040	761.422	137.716	1133.108	731.035	159.751	1088.474	475.169	25.831	1092.999	-632.932	1236.607	1249.749	-622.639	1208.590	1128.315	-938.976	1311.668
1101.672	517.955	2687.079	1283.066	734.151	2731.432	1061.585	891.992	2539.095	1027.083	671.048	2395.346	995.665	609.870	2186.797	769.209	868.072	2513.907	1327.171	732.129	2475.688	1101.974	1004.153	2250.353	494.361	569.811	2132.302	568.956	611.873	2012.429	1508.454	513.683	1993.273	1390.034	592.262	1917.279	856.748	394.461	2287.474	836.564	330.925	2284.381	947.372	354.629	2373.423	903.808	246.920	2324.715	1226.119	319.638	2212.706	1208.117	277.695	2171.862	1125.569	205.321	2231.622	1180.168	264.391	2301.561	1126.239	908.894	1733.469	1253.379	882.470	1759.910	1301.336	569.333	1832.488	913.488	665.197	1723.171	932.305	577.701	920.319	1141.899	530.427	882.952	1125.174	31.044	1663.825	1340.755	-54.285	1655.986	982.854	761.468	137.782	1133.067	730.992	159.771	1088.314	475.109	25.896	1089.248	-634.445	1250.751	1245.902	-624.100	1220.628	1126.214	-939.198	1327.623
1101.879	517.265	2687.180	1282.521	733.937	2732.048	1060.688	890.944	2539.682	1027.326	670.526	2395.136	996.158	609.815	2186.487	769.334	866.541	2514.097	1327.135	731.985	2476.643	1101.814	1003.938	2251.053	493.144	569.192	2132.809	567.908	611.320	2012.850	1509.521	512.787	1994.919	1391.871	591.781	1918.211	856.036	395.118	2287.950	835.507	331.163	2284.898	947.319	355.202	2373.708	903.545	247.255	2324.916	1226.110	319.914	2213.487	1208.144	277.849	2172.630	1125.588	205.565	2232.504	1180.149	264.523	2302.603	1127.440	909.594	1733.378	1254.604	882.991	1760.156	1301.569	570.090	1833.494	914.133	666.598	1723.442	932.153	578.063	920.898	1142.216	530.845	883.084	1126.767	31.906	1673.844	1341.434	-53.971	1664.579	982.717	761.579	137.886	1133.077	730.900	159.678	1088.290	475.021	25.981	1085.929	-635.437	1264.206	1241.991	-624.858	1232.155	1123.859	-939.081	1343.092
1102.010	516.566	2687.264	1282.103	733.730	2732.665	1060.118	890.117	2539.800	1027.621	669.994	2394.983	996.610	609.765	2186.163	769.173	864.865	2514.333	1327.668	731.524	2477.313	1101.741	1003.887	2251.997	492.256	568.650	2133.082	566.659	610.726	2013.179	1510.611	511.991	1997.275	1393.249	590.663	1918.855	854.767	395.498	2289.027	834.449	331.370	2285.329	947.053	355.502	2373.922	903.418	247.510	2325.041	1226.043	320.071	2214.469	1208.592	277.801	2173.790	1125.706	205.906	2233.675	1179.972	265.356	2303.369	1128.727	910.426	1733.398	1255.622	883.469	1760.051	1301.635	570.971	1834.591	914.890	667.900	1723.730	932.531	578.857	921.150	1142.652	531.217	883.493	1127.523	32.449	1683.735	1342.073	-53.586	1673.267	983.024	761.750	137.913	1133.069	730.840	159.624	1088.072	475.030	25.955	1083.008	-635.960	1276.800	1238.112	-625.308	1243.546	1121.190	-938.506	1357.668
1102.395	515.919	2687.468	1281.688	733.396	2733.164	1059.615	889.228	2540.076	1027.819	669.567	2394.802	997.191	609.587	2185.791	769.236	863.302	2514.349	1327.214	731.725	2477.949	1101.628	1003.787	2252.526	491.546	568.172	2133.433	565.283	610.250	2013.429	1509.576	511.449	1998.339	1394.775	589.778	1919.808	854.164	395.932	2289.564	833.400	331.546	2285.671	946.855	355.857	2374.034	902.896	248.036	2325.345	1226.405	319.993	2215.573	1208.697	277.903	2174.892	1125.697	206.252	2234.487	1179.977	265.900	2304.232	1130.166	911.168	1733.371	1256.962	884.076	1760.081	1301.977	571.553	1835.338	915.445	669.236	1724.170	932.401	579.543	921.470	1142.986	531.708	883.465	1129.558	33.611	1693.411	1342.740	-53.082	1681.827	983.162	761.894	137.823	1132.947	730.867	159.552	1087.951	475.002	25.867	1078.685	-636.128	1289.719	1234.291	-625.400	1254.495	1118.585	-937.990	1371.315
1102.858	514.809	2687.682	1281.127	733.171	2733.721	1059.232	888.283	2539.978	1028.091	669.004	2394.322	997.622	609.650	2185.081	769.234	861.828	2514.388	1327.044	731.729	2478.332	1101.532	1003.452	2253.092	490.389	567.381	2133.758	564.095	609.624	2013.599	1511.027	510.538	1999.694	1396.153	588.367	1920.882	853.807	396.593	2289.890	832.370	331.692	2285.922	946.359	356.117	2374.083	902.660	248.385	2325.448	1226.317	320.429	2216.455	1209.293	277.696	2176.099	1125.774	206.452	2235.305	1179.876	266.487	2305.161	1131.424	911.947	1733.281	1257.882	884.578	1759.896	1302.616	571.879	1836.336	916.151	670.674	1724.640	934.216	581.120	921.671	1143.442	532.037	883.641	1136.847	37.102	1700.691	1343.567	-52.668	1690.449	983.087	761.972	137.732	1132.953	730.774	159.566	1087.706	474.964	26.114	1075.568	-636.101	1303.839	1230.518	-625.312	1265.032	1115.990	-937.155	1384.341
1103.387	513.770	2687.939	1280.967	732.701	2733.975	1059.005	887.327	2540.479	1028.488	668.347	2394.043	998.173	609.594	2184.844	769.139	860.223	2514.191	1327.019	731.622	2478.732	1101.371	1003.172	2253.643	489.075	566.599	2134.084	563.291	608.828	2013.849	1513.283	509.210	2001.132	1397.295	586.561	1922.038	853.659	397.425	2290.032	831.368	331.810	2286.080	946.005	356.387	2374.267	902.430	248.884	2325.502	1227.623	319.679	2217.529	1209.789	277.577	2177.037	1125.910	206.815	2236.097	1179.757	267.209	2306.028	1132.861	912.669	1732.984	1259.047	885.044	1759.980	1302.848	572.563	1837.231	916.732	672.016	1724.711	933.047	581.448	922.999	1143.798	532.399	883.855	1138.907	37.940	1710.817	1344.396	-52.150	1699.031	983.159	762.186	137.777	1133.031	730.660	159.612	1087.692	474.932	26.118	1072.371	-634.304	1313.856	1226.902	-624.648	1275.528	1112.972	-935.774	1396.249
1103.743	512.747	2688.184	1280.618	732.264	2734.376	1058.589	886.396	2540.919	1028.995	667.659	2393.823	998.874	609.449	2184.476	768.899	858.748	2514.086	1326.886	731.570	2479.048	1101.404	1002.837	2254.341	488.214	565.903	2134.131	562.206	608.122	2013.754	1514.996	508.273	2002.169	1400.045	587.295	1923.597	853.677	398.372	2290.017	830.404	331.900	2286.144	945.861	356.675	2374.313	904.052	249.237	2324.388	1227.773	320.009	2218.262	1210.401	277.481	2177.916	1125.957	207.140	2236.859	1179.721	267.776	2306.715	1134.353	913.391	1732.877	1260.125	885.324	1759.915	1303.566	572.765	1838.402	917.318	673.361	1724.640	934.754	582.966	922.993	1144.146	532.833	883.923	1141.466	39.318	1720.877	1345.132	-51.371	1707.477	983.247	762.284	137.855	1132.926	730.718	159.454	1087.382	474.946	26.100	1069.509	-634.114	1327.802	1223.086	-623.496	1285.593	1110.122	-934.294	1407.659
1104.181	511.752	2688.225	1280.201	731.737	2734.929	1058.036	885.195	2540.595	1029.274	667.101	2393.534	999.412	609.307	2183.942	768.840	857.058	2514.095	1326.598	731.661	2479.454	1101.398	1002.752	2255.623	487.360	565.221	2134.072	561.079	607.534	2013.758	1516.448	507.239	2003.321	1401.869	586.452	1924.423	853.824	399.378	2289.873	829.489	331.963	2286.111	945.676	356.947	2374.467	903.936	249.574	2324.211	1227.065	320.948	2219.055	1210.700	277.548	2179.141	1126.072	207.462	2237.438	1179.857	268.167	2307.386	1135.881	914.225	1732.849	1261.391	885.695	1760.202	1304.189	572.949	1839.528	917.328	674.761	1724.671	935.077	584.037	923.282	1144.496	533.189	884.060	1141.929	40.042	1731.633	1346.081	-50.608	1716.192	983.331	762.504	137.778	1132.919	730.736	159.485	1087.269	475.061	26.246	1067.509	-634.038	1337.651	1219.359	-622.155	1295.277	1106.899	-932.538	1418.129
