NO_OF_FRAMES	558
NO_OF_CAMERAS	11
NO_OF_MARKERS	34
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-30, 09:50:46.772	1691.57365920
DATA_INCLUDED	3D
MARKER_NAMES	HR	HL	C7	MS	PX	AR	AL	T7	ELR	EMR	ELL	EML	PMR	PLR	DMR	DLR	PLL	PML	DML	DLL	SIPSR	SIPSL	SIASL	SIASR	CLR	CMR	CML	CLL	MLR	MMR	FAR	MML	MLL	FAL
HR X	HR Y	HR Z	HL X	HL Y	HL Z	C7 X	C7 Y	C7 Z	MS X	MS Y	MS Z	PX X	PX Y	PX Z	AR X	AR Y	AR Z	AL X	AL Y	AL Z	T7 X	T7 Y	T7 Z	ELR X	ELR Y	ELR Z	EMR X	EMR Y	EMR Z	ELL X	ELL Y	ELL Z	EML X	EML Y	EML Z	PMR X	PMR Y	PMR Z	PLR X	PLR Y	PLR Z	DMR X	DMR Y	DMR Z	DLR X	DLR Y	DLR Z	PLL X	PLL Y	PLL Z	PML X	PML Y	PML Z	DML X	DML Y	DML Z	DLL X	DLL Y	DLL Z	SIPSR X	SIPSR Y	SIPSR Z	SIPSL X	SIPSL Y	SIPSL Z	SIASL X	SIASL Y	SIASL Z	SIASR X	SIASR Y	SIASR Z	CLR X	CLR Y	CLR Z	CMR X	CMR Y	CMR Z	CML X	CML Y	CML Z	CLL X	CLL Y	CLL Z	MLR X	MLR Y	MLR Z	MMR X	MMR Y	MMR Z	FAR X	FAR Y	FAR Z	MML X	MML Y	MML Z	MLL X	MLL Y	MLL Z	FAL X	FAL Y	FAL Z	
3165.258	571.875	2363.095	3125.840	853.587	2402.854	2973.070	654.548	2114.549	3169.303	691.376	1965.583	3187.061	651.627	1739.427	3125.237	427.951	2178.079	2946.375	897.966	2058.871	2839.407	539.689	1924.293	3492.742	78.189	2255.493	3560.462	173.330	2293.071	2659.001	1251.743	1848.398	2600.032	1151.297	1745.243	3500.852	-148.261	2681.061	3550.848	-194.264	2646.649	3446.876	-230.085	2746.036	3554.022	-285.912	2692.781	2885.543	1348.751	1474.713	2885.684	1405.505	1492.219	2957.341	1459.895	1446.287	2977.738	1360.103	1424.940	2610.310	420.045	1534.912	2598.514	558.869	1533.964	2818.875	699.876	1324.106	2824.537	315.994	1345.579	2468.372	252.737	609.506	2447.308	484.754	582.047	3136.227	503.552	921.818	3115.496	695.450	792.039	1707.163	294.644	447.699	1735.009	441.892	440.903	1527.514	493.974	208.463	3127.432	285.387	173.362	3074.486	423.322	133.350	3385.838	322.589	34.118
3179.308	577.061	2360.954	3136.947	858.074	2401.112	2982.839	658.770	2113.959	3177.363	696.280	1962.475	3191.453	654.480	1736.224	3140.974	437.400	2175.172	2953.591	901.261	2057.747	2847.874	541.781	1926.931	3498.265	83.130	2260.701	3574.712	175.217	2283.453	2655.109	1248.152	1854.405	2595.471	1146.109	1750.318	3567.654	-131.642	2686.247	3610.215	-182.159	2646.715	3527.566	-214.411	2770.930	3617.226	-271.040	2699.610	2874.258	1348.692	1476.905	2873.384	1405.189	1493.944	2943.302	1461.501	1447.054	2966.101	1361.830	1426.414	2613.967	419.183	1539.910	2601.720	557.316	1537.561	2821.078	697.941	1326.661	2826.962	313.695	1349.301	2479.795	253.044	612.130	2457.324	485.837	586.822	3135.803	502.754	922.526	3114.023	694.420	792.784	1720.575	290.195	449.380	1747.874	437.265	443.935	1541.265	492.127	211.569	3127.211	285.497	173.481	3074.063	423.344	133.480	3385.688	322.503	34.096
3192.240	581.844	2357.720	3147.799	862.677	2400.024	2995.034	661.805	2115.221	3185.275	700.637	1959.568	3193.374	657.014	1733.640	3155.380	444.596	2176.703	2960.972	904.674	2057.172	2855.448	544.198	1929.868	3502.769	86.642	2268.860	3587.148	174.633	2273.830	2651.457	1244.100	1858.726	2592.605	1140.722	1757.792	3637.687	-109.871	2686.072	3661.875	-166.673	2644.380	3611.435	-190.858	2790.141	3682.091	-252.154	2701.931	2861.795	1348.554	1479.474	2861.188	1404.771	1496.423	2929.119	1462.907	1447.886	2954.106	1363.917	1427.920	2617.054	418.760	1544.176	2606.218	557.211	1543.208	2823.102	696.143	1329.631	2829.470	311.294	1353.316	2491.215	253.760	615.219	2467.319	486.590	592.112	3135.685	502.536	922.205	3112.761	693.767	793.567	1734.253	286.190	451.436	1760.712	433.089	446.342	1554.435	490.162	214.763	3126.664	285.758	173.503	3073.792	423.329	133.704	3385.508	322.391	34.021
3203.779	586.612	2354.956	3158.403	867.260	2398.268	3003.452	667.881	2114.950	3192.817	704.680	1956.629	3195.632	659.138	1731.314	3172.282	453.372	2173.961	2968.459	907.888	2055.917	2862.842	547.079	1932.482	3506.976	88.963	2279.653	3596.920	172.548	2264.726	2648.083	1239.504	1863.330	2589.021	1134.916	1763.143	3702.681	-84.805	2683.281	3711.495	-146.817	2641.106	3697.531	-158.809	2801.024	3741.619	-229.752	2701.879	2849.761	1348.046	1481.875	2848.765	1404.473	1498.362	2914.621	1464.026	1448.842	2942.304	1365.544	1429.111	2620.870	418.042	1549.469	2609.579	555.974	1547.036	2825.262	694.230	1331.777	2832.142	308.491	1357.344	2502.995	253.950	618.673	2477.145	487.207	597.090	3134.955	501.118	923.692	3111.386	692.678	794.556	1747.530	282.311	453.072	1773.450	428.978	448.859	1566.795	488.277	218.264	3126.797	285.871	173.726	3073.383	423.414	134.005	3385.349	322.408	33.759
3214.998	591.581	2352.159	3169.115	872.134	2395.914	3012.547	671.914	2113.988	3200.420	708.373	1953.689	3199.800	660.883	1728.746	3187.236	460.650	2175.831	2976.199	911.376	2054.777	2871.932	550.679	1932.945	3510.329	94.095	2293.105	3604.674	168.749	2256.713	2644.871	1235.166	1868.628	2585.925	1128.677	1768.888	3763.133	-56.476	2676.234	3760.066	-121.886	2638.518	3783.517	-119.343	2800.518	3793.390	-201.505	2700.103	2839.113	1347.490	1483.928	2840.467	1403.271	1501.245	2900.190	1465.026	1449.396	2930.356	1367.087	1430.169	2624.055	417.389	1553.816	2613.995	555.922	1552.721	2827.241	692.181	1334.573	2834.256	306.405	1361.348	2514.728	254.346	622.467	2486.625	487.720	602.757	3134.495	500.861	923.386	3110.009	691.781	795.345	1760.612	278.790	455.212	1786.453	425.581	451.307	1578.753	485.988	221.624	3126.593	285.943	173.847	3073.044	423.344	134.150	3385.298	322.295	33.643
3226.020	596.538	2349.603	3179.789	877.127	2394.013	3021.340	676.537	2115.529	3208.542	711.529	1951.089	3203.731	662.181	1726.853	3201.307	468.798	2176.253	2984.007	914.821	2053.779	2880.572	552.754	1936.895	3516.016	99.240	2309.249	3611.423	163.113	2249.366	2643.232	1230.849	1874.651	2584.316	1123.041	1776.275	3819.539	-24.917	2663.292	3804.607	-92.753	2635.384	3872.256	-76.378	2786.483	3841.830	-168.519	2699.955	2828.888	1346.422	1486.781	2821.872	1402.891	1502.903	2885.493	1465.703	1449.829	2917.851	1368.578	1431.695	2627.742	416.892	1559.415	2617.278	554.518	1556.370	2829.323	690.323	1337.450	2836.894	303.899	1365.624	2526.239	254.523	626.891	2495.626	487.806	608.362	3133.584	499.943	924.225	3108.544	690.372	797.095	1773.395	275.496	456.836	1798.806	422.189	453.316	1590.993	482.620	226.380	3126.114	286.030	173.849	3072.700	423.234	134.409	3385.193	322.303	33.636
3236.767	601.740	2347.370	3189.988	882.121	2390.844	3030.702	680.086	2116.615	3219.854	711.875	1948.961	3207.988	663.020	1724.616	3214.439	475.387	2176.539	2992.272	917.860	2052.660	2885.493	556.802	1938.714	3523.868	112.119	2326.181	3615.307	155.801	2241.910	2641.744	1225.571	1878.711	2583.114	1116.362	1781.932	3872.397	9.839	2642.817	3847.704	-54.895	2630.539	3953.745	-26.121	2761.487	3898.266	-125.530	2695.380	2818.417	1345.278	1489.203	2810.445	1401.855	1505.466	2870.826	1466.136	1450.708	2905.598	1369.885	1432.462	2630.838	416.136	1563.764	2621.642	554.410	1562.175	2831.338	688.743	1340.161	2839.491	301.649	1369.568	2537.815	254.945	631.237	2504.949	487.910	614.492	3131.999	499.530	924.643	3107.469	689.567	798.055	1785.851	272.768	458.816	1810.890	418.950	455.281	1601.861	480.609	228.081	3126.145	285.983	173.949	3072.425	423.148	134.628	3385.082	322.145	33.636
3247.559	606.822	2345.716	3200.442	887.410	2388.001	3039.139	683.778	2117.235	3229.302	712.934	1946.740	3212.490	663.591	1722.391	3227.130	482.389	2177.712	3001.135	921.136	2051.640	2891.892	559.069	1940.701	3536.816	128.505	2341.721	3616.986	144.712	2234.078	2639.677	1220.518	1884.343	2583.477	1111.124	1787.711	3927.626	48.560	2621.301	3893.123	-13.201	2623.601	4025.801	24.079	2721.346	3947.178	-77.218	2689.309	2806.175	1343.943	1492.259	2798.305	1400.051	1508.136	2855.625	1466.339	1451.341	2893.186	1371.076	1433.791	2634.697	415.478	1569.460	2625.107	553.199	1566.113	2833.491	687.155	1342.752	2842.198	299.134	1374.323	2549.281	255.149	636.222	2513.748	487.951	620.257	3131.621	498.130	925.386	3106.098	688.282	799.354	1798.253	270.099	461.033	1823.196	416.616	458.142	1613.066	477.798	230.317	3125.886	285.966	174.001	3072.099	423.055	134.804	3385.018	321.983	33.743
3257.957	611.933	2344.150	3210.548	892.785	2384.248	3047.373	687.176	2118.402	3235.835	716.715	1944.411	3221.215	664.152	1720.317	3239.197	488.741	2178.233	3009.487	924.348	2051.095	2898.991	561.976	1944.947	3554.985	147.718	2353.850	3613.506	134.147	2231.577	2640.818	1215.054	1890.638	2582.280	1103.073	1794.996	3967.912	87.721	2588.965	3938.753	32.073	2611.078	4087.316	72.344	2671.694	4003.353	-24.142	2678.957	2796.011	1342.298	1494.821	2787.094	1398.512	1511.575	2840.090	1466.326	1451.959	2880.499	1371.710	1434.780	2637.768	415.291	1574.108	2629.320	552.860	1571.384	2835.652	685.872	1345.757	2844.894	297.058	1378.692	2560.788	255.226	641.391	2522.977	487.773	626.839	3131.672	496.576	926.495	3105.115	687.455	800.318	1809.957	268.091	463.006	1834.504	413.966	460.298	1624.246	474.901	232.320	3125.671	286.011	174.028	3071.656	422.658	135.187	3384.971	321.891	33.825
3268.414	617.279	2343.678	3220.483	898.045	2380.979	3055.950	690.209	2120.169	3235.617	719.674	1941.792	3221.408	663.580	1718.357	3250.936	495.790	2178.447	3018.004	926.823	2049.958	2905.949	564.739	1947.005	3575.084	169.065	2361.863	3610.111	127.026	2241.581	2637.380	1207.561	1894.941	2582.504	1095.663	1801.065	4014.040	131.076	2551.429	3982.484	80.669	2589.480	4137.186	116.791	2618.166	4048.443	35.034	2661.160	2784.235	1340.641	1497.972	2775.211	1396.234	1513.383	2823.238	1465.664	1453.017	2864.436	1371.827	1435.220	2641.675	414.570	1579.701	2632.946	552.037	1575.695	2837.692	684.552	1348.504	2847.689	294.926	1383.442	2571.840	255.410	646.999	2531.808	487.545	633.060	3131.926	494.894	927.204	3103.783	685.899	801.975	1821.792	266.057	465.447	1845.627	412.253	462.680	1635.261	471.998	234.249	3125.550	285.825	174.005	3071.357	422.553	135.355	3384.821	321.687	33.838
3278.525	622.474	2343.156	3228.794	902.566	2376.056	3063.964	693.253	2121.078	3243.064	721.824	1939.379	3225.963	663.156	1716.429	3262.981	502.477	2177.816	3026.730	929.339	2048.930	2914.421	565.911	1951.559	3597.653	192.392	2364.968	3613.795	129.838	2256.847	2639.204	1201.646	1902.370	2584.985	1088.133	1809.077	4052.450	167.410	2507.846	4020.828	129.965	2559.836	4177.152	158.971	2563.447	4089.860	95.601	2635.363	2774.615	1338.246	1500.792	2762.602	1393.847	1516.938	2806.879	1464.718	1454.245	2851.698	1372.101	1436.947	2645.525	413.997	1585.256	2637.220	551.452	1580.772	2839.997	683.112	1350.819	2850.359	293.254	1387.641	2582.934	255.472	652.853	2540.689	487.105	639.541	3131.557	493.572	927.853	3102.845	684.648	803.486	1833.000	264.444	467.910	1856.446	410.225	465.605	1646.355	468.967	235.915	3125.746	285.621	174.027	3071.282	422.683	136.325	3384.841	321.574	33.815
3288.088	628.241	2343.589	3238.719	908.573	2372.706	3071.908	696.264	2122.092	3251.419	724.251	1937.093	3230.644	662.658	1714.679	3274.659	510.296	2176.072	3035.329	931.467	2048.069	2920.572	566.478	1956.461	3621.121	215.966	2363.586	3623.842	139.413	2267.230	2641.002	1195.016	1907.692	2586.741	1080.478	1816.347	4084.282	199.681	2460.807	4054.886	174.219	2521.726	4208.082	197.920	2509.849	4124.257	152.259	2598.954	2761.135	1336.366	1504.356	2748.145	1391.591	1521.270	2791.629	1463.580	1455.305	2839.001	1371.951	1437.293	2648.970	413.698	1590.189	2641.423	550.993	1584.862	2841.926	681.930	1353.788	2853.373	291.063	1392.772	2593.919	255.201	659.140	2549.523	486.385	646.119	3130.695	492.707	928.256	3101.692	683.483	804.436	1844.100	262.612	470.927	1867.143	408.801	468.738	1657.341	466.011	237.664	3125.546	285.470	174.000	3071.079	422.524	136.485	3384.784	321.650	33.564
3298.069	633.554	2344.536	3248.235	914.201	2369.322	3080.021	698.870	2123.996	3267.391	725.301	1934.974	3236.730	661.906	1712.887	3287.813	519.833	2176.697	3044.197	933.232	2047.106	2925.801	571.223	1958.588	3642.830	240.338	2358.129	3634.216	151.941	2271.716	2643.707	1188.250	1913.129	2590.285	1072.178	1823.825	4109.412	224.717	2414.108	4083.055	214.280	2482.961	4232.457	235.684	2460.879	4156.462	205.716	2562.247	2751.204	1333.289	1507.255	2737.541	1388.581	1524.716	2776.082	1461.677	1456.419	2825.523	1371.551	1438.335	2653.303	413.285	1596.306	2646.110	550.772	1589.227	2844.478	680.107	1356.679	2856.527	288.882	1398.026	2604.232	254.930	665.553	2557.865	485.384	652.977	3130.336	491.522	928.661	3100.634	682.509	805.154	1854.158	261.680	474.064	1876.705	407.206	471.209	1668.539	463.213	239.466	3125.262	285.212	174.087	3070.647	422.261	136.509	3384.770	321.512	33.533
3307.321	639.334	2345.441	3257.711	920.053	2366.599	3088.750	700.810	2119.809	3273.464	726.582	1933.279	3241.647	660.855	1711.144	3300.033	529.918	2175.254	3053.857	935.725	2047.668	2931.622	574.637	1961.856	3663.290	264.498	2348.873	3645.950	167.847	2274.693	2646.751	1181.707	1919.675	2594.268	1064.089	1830.746	4127.991	245.135	2371.575	4105.741	247.457	2443.888	4251.358	272.968	2414.655	4183.215	255.696	2523.184	2741.591	1330.047	1510.715	2726.486	1384.714	1527.882	2760.850	1459.340	1457.798	2812.935	1370.518	1439.428	2657.071	412.935	1601.497	2651.201	550.753	1593.784	2846.676	678.273	1359.106	2859.446	287.258	1402.703	2614.601	254.130	672.486	2566.901	484.376	659.704	3129.798	490.295	929.177	3099.748	681.454	806.255	1864.470	260.290	477.406	1887.026	406.126	475.255	1679.693	460.323	241.238	3125.382	285.038	174.103	3070.066	421.710	136.310	3384.708	321.418	33.542
3316.493	645.018	2346.923	3267.174	925.932	2363.928	3095.863	703.869	2119.367	3278.949	728.049	1931.320	3246.917	659.481	1709.702	3312.634	541.693	2174.702	3062.510	937.644	2047.469	2939.656	574.674	1966.040	3682.824	287.699	2337.453	3661.638	186.328	2272.624	2648.638	1174.745	1924.172	2599.173	1055.684	1837.893	4143.452	262.104	2335.606	4124.585	276.769	2407.183	4267.054	308.134	2369.771	4203.479	300.050	2480.397	2732.402	1326.394	1514.397	2716.239	1380.602	1531.473	2745.960	1456.399	1459.222	2800.380	1369.225	1439.754	2661.338	412.601	1607.124	2655.480	550.311	1597.397	2849.129	676.671	1361.741	2863.064	284.781	1408.714	2624.401	253.283	679.271	2575.416	483.243	666.480	3129.744	489.040	929.725	3098.898	679.737	807.955	1874.294	259.163	481.470	1896.485	404.442	480.183	1690.722	457.724	242.979	3125.427	284.817	174.171	3070.152	421.802	136.731	3384.691	321.318	33.586
3325.527	651.012	2347.563	3276.560	931.688	2361.168	3103.727	707.468	2122.193	3283.786	729.648	1929.929	3253.858	658.568	1708.531	3324.419	553.724	2172.537	3071.015	939.743	2047.364	2945.292	577.814	1969.101	3701.921	310.805	2322.920	3679.476	205.358	2264.418	2654.303	1168.804	1930.347	2604.689	1047.632	1845.515	4156.443	279.848	2304.398	4140.532	305.793	2375.959	4279.816	340.915	2325.783	4221.771	342.780	2441.114	2723.639	1322.311	1517.844	2706.863	1376.421	1536.165	2730.871	1452.762	1460.474	2788.326	1367.441	1440.824	2665.700	412.324	1613.319	2659.849	550.089	1603.990	2851.970	674.563	1365.305	2866.221	283.132	1413.754	2633.790	252.075	686.224	2584.150	481.790	673.389	3129.631	487.869	930.326	3098.072	678.433	808.991	1883.441	258.342	485.299	1905.853	403.533	484.273	1701.944	455.399	244.746	3125.428	284.784	174.118	3069.553	421.299	136.529	3384.548	321.306	33.598
3333.961	656.804	2348.625	3285.762	937.540	2358.575	3111.050	710.504	2122.413	3289.108	730.861	1928.964	3258.470	657.544	1708.003	3332.353	564.903	2169.452	3079.220	941.608	2047.397	2951.902	579.113	1973.434	3720.223	333.421	2306.419	3698.167	223.272	2249.900	2657.195	1161.686	1935.776	2609.923	1039.764	1851.600	4168.548	301.109	2276.027	4155.731	330.345	2345.795	4289.720	372.482	2285.150	4235.017	375.673	2400.313	2715.303	1317.772	1521.733	2697.226	1371.534	1540.828	2716.656	1448.571	1462.258	2776.360	1364.952	1441.426	2669.733	412.025	1618.480	2663.443	549.285	1607.225	2854.736	672.419	1368.265	2869.826	280.954	1419.413	2642.971	250.735	693.409	2592.457	480.363	680.366	3129.628	486.729	930.777	3097.298	677.387	809.942	1892.517	257.314	489.500	1914.459	402.720	488.221	1713.189	452.863	246.810	3125.282	284.708	174.100	3069.609	421.262	137.066	3384.626	321.173	33.806
3342.648	662.109	2349.982	3295.228	943.430	2355.931	3117.298	714.035	2122.592	3294.866	732.067	1928.133	3263.084	656.504	1707.794	3331.704	572.484	2167.140	3087.956	944.169	2047.673	2957.188	582.257	1976.620	3737.161	355.348	2288.485	3717.708	239.828	2231.196	2667.298	1157.356	1944.206	2616.475	1031.851	1859.435	4181.176	328.438	2249.306	4172.356	358.274	2320.766	4296.645	403.397	2248.113	4248.020	403.390	2365.804	2707.307	1312.924	1525.243	2688.452	1366.162	1545.051	2703.108	1443.967	1464.041	2764.692	1361.787	1442.132	2674.226	411.683	1624.453	2668.307	549.223	1613.160	2857.672	670.571	1371.216	2873.773	278.695	1425.685	2651.459	249.177	700.721	2600.788	478.600	687.243	3129.927	485.396	931.451	3096.634	676.321	810.982	1900.928	256.473	494.186	1923.071	401.523	492.981	1724.217	450.769	248.584	3125.606	284.507	174.203	3069.340	421.021	137.392	3384.553	321.205	33.747
3350.840	668.559	2350.855	3304.390	949.489	2352.782	3123.604	717.471	2126.888	3300.973	734.164	1927.705	3267.532	655.903	1707.852	3346.481	586.989	2166.558	3095.744	947.138	2048.168	2963.618	583.545	1980.993	3751.252	376.256	2269.234	3736.671	256.759	2209.535	2667.240	1149.042	1946.186	2622.409	1024.375	1865.711	4196.108	358.639	2222.486	4187.735	381.455	2294.227	4301.786	433.876	2214.171	4261.327	428.254	2336.202	2699.708	1307.803	1529.638	2680.220	1360.422	1549.918	2690.121	1439.410	1466.415	2753.920	1358.163	1442.390	2678.943	411.196	1630.583	2672.165	548.665	1616.327	2861.046	668.302	1375.275	2877.384	277.269	1431.208	2658.919	247.654	708.025	2609.077	476.886	693.929	3130.179	484.160	932.128	3095.960	675.105	811.879	1908.823	255.619	498.949	1931.119	400.402	498.375	1735.882	447.812	252.556	3125.519	284.476	174.324	3068.919	420.739	137.459	3384.650	321.197	33.781
3358.856	674.380	2351.628	3313.580	955.547	2350.195	3129.681	721.111	2126.553	3296.128	737.508	1927.516	3272.129	655.350	1708.069	3349.494	596.309	2166.142	3102.684	950.219	2048.441	2969.109	586.361	1984.443	3763.058	393.932	2250.387	3754.985	273.974	2187.004	2673.474	1143.045	1950.328	2628.814	1017.254	1872.410	4211.951	389.898	2195.859	4203.301	405.049	2267.996	4306.383	464.745	2184.954	4274.969	449.388	2308.314	2692.777	1302.434	1533.940	2671.911	1354.143	1554.161	2678.029	1433.842	1468.643	2743.184	1354.059	1443.282	2683.199	410.791	1635.978	2676.801	548.466	1622.719	2864.218	666.136	1378.704	2881.363	275.635	1436.983	2666.399	245.977	714.984	2617.156	474.892	700.781	3130.632	482.975	932.742	3095.400	674.234	812.690	1916.501	254.412	504.007	1939.268	399.646	503.442	1746.213	446.608	254.173	3125.631	284.404	174.554	3068.684	420.457	137.582	3384.432	321.260	33.677
3366.591	680.218	2351.604	3322.640	961.813	2347.443	3136.139	725.339	2126.094	3301.199	740.575	1926.982	3276.675	655.163	1708.538	3351.218	605.780	2164.263	3109.216	953.567	2047.874	2974.456	589.961	1987.675	3773.911	406.818	2233.446	3772.640	291.548	2163.472	2680.793	1138.608	1958.851	2634.883	1010.356	1878.635	4227.551	421.143	2169.713	4219.145	428.241	2241.846	4312.324	497.973	2162.476	4291.440	471.849	2285.446	2686.084	1296.867	1537.678	2664.949	1348.099	1558.970	2665.642	1427.318	1469.628	2733.125	1349.161	1444.024	2687.849	410.354	1641.967	2680.711	547.696	1626.111	2868.074	663.606	1381.870	2885.810	273.564	1443.644	2673.124	243.906	721.914	2624.601	473.158	707.607	3131.054	482.015	933.378	3094.671	672.712	814.077	1923.394	253.725	509.515	1946.677	398.301	509.782	1756.901	445.034	257.312	3125.912	284.311	174.640	3068.248	419.922	138.131	3384.461	321.346	33.630
3373.782	686.732	2351.307	3331.456	967.800	2345.171	3143.971	730.572	2129.296	3303.756	743.831	1926.668	3281.283	655.414	1709.042	3353.037	613.044	2165.952	3115.787	957.596	2048.597	2979.573	594.279	1990.418	3785.853	416.753	2218.490	3789.208	309.961	2138.522	2681.630	1131.831	1960.117	2640.567	1003.796	1884.697	4242.214	451.847	2144.283	4237.590	458.632	2220.356	4318.619	526.825	2142.789	4306.893	490.057	2260.664	2679.789	1291.070	1542.001	2657.580	1341.250	1563.470	2654.882	1420.484	1471.536	2723.337	1343.542	1444.458	2692.682	409.706	1647.732	2685.287	547.517	1631.790	2871.652	661.559	1385.986	2890.249	271.963	1449.609	2679.472	241.717	728.962	2632.332	471.077	714.282	3131.641	481.154	933.888	3094.192	671.624	814.958	1930.301	252.647	514.865	1953.726	397.521	515.070	1766.832	443.988	260.878	3125.973	284.280	174.827	3068.161	419.915	138.419	3384.557	321.395	33.757
3380.847	692.139	2351.123	3340.299	974.021	2343.263	3149.387	734.832	2128.889	3308.901	747.143	1926.215	3285.785	656.373	1709.709	3358.953	620.159	2172.343	3121.293	961.854	2048.696	2985.066	598.440	1993.426	3800.138	425.335	2203.473	3805.159	328.377	2112.979	2688.930	1127.995	1967.723	2646.182	997.676	1891.134	4255.887	481.907	2119.419	4256.321	487.495	2198.267	4329.652	559.285	2125.590	4323.679	507.747	2237.900	2673.805	1284.830	1545.953	2651.054	1334.628	1567.905	2644.662	1413.311	1473.240	2713.772	1336.959	1445.285	2697.394	409.226	1653.354	2689.556	546.800	1635.192	2875.244	659.419	1389.719	2894.796	270.376	1455.404	2685.195	239.460	735.853	2639.512	468.835	721.193	3132.388	480.469	934.523	3093.794	670.860	815.803	1936.562	251.605	520.320	1960.761	396.300	521.750	1776.846	442.637	265.522	3126.457	284.220	175.115	3067.903	419.528	138.613	3384.746	321.438	33.799
3388.300	698.193	2350.856	3348.940	980.381	2341.504	3154.312	739.956	2129.656	3313.944	750.402	1925.659	3290.196	657.818	1710.615	3360.516	622.732	2173.922	3125.812	965.691	2048.631	2990.334	602.949	1996.055	3814.678	432.610	2186.710	3820.482	347.609	2085.546	2692.308	1122.976	1972.544	2651.099	991.454	1896.236	4268.518	511.216	2094.970	4273.025	506.106	2170.323	4343.073	588.884	2109.515	4339.015	522.193	2212.465	2667.971	1278.462	1549.942	2645.246	1328.012	1572.668	2634.828	1405.223	1474.418	2704.941	1329.979	1446.770	2702.261	408.820	1659.104	2693.951	546.094	1640.813	2879.387	657.170	1393.936	2900.099	267.952	1462.308	2690.627	237.299	742.166	2646.197	466.599	727.962	3133.038	479.966	935.122	3093.365	669.914	816.713	1942.655	250.333	526.246	1966.632	395.248	527.105	1786.356	441.966	269.499	3126.805	284.119	175.349	3067.918	419.286	139.028	3384.866	321.457	34.001
3395.170	704.478	2350.044	3357.432	986.943	2340.223	3160.882	745.418	2132.500	3318.906	754.224	1925.920	3294.462	660.028	1711.522	3364.282	624.445	2177.413	3130.033	969.923	2048.482	2997.419	604.672	2000.157	3831.404	440.645	2166.153	3833.791	367.869	2057.133	2692.201	1116.200	1972.255	2655.804	985.603	1902.794	4280.052	539.669	2070.783	4285.108	520.134	2140.857	4358.466	614.961	2092.632	4354.290	537.033	2187.472	2662.501	1271.702	1553.941	2638.710	1320.498	1576.642	2626.419	1397.387	1476.322	2696.681	1322.393	1447.751	2707.288	408.189	1664.365	2697.992	545.134	1644.566	2883.026	655.524	1397.342	2905.502	265.722	1469.030	2696.035	234.488	748.709	2652.441	464.067	734.526	3134.020	479.330	935.853	3093.084	669.115	817.714	1948.368	249.249	532.018	1972.623	393.659	534.010	1795.419	441.413	274.267	3127.205	284.044	175.548	3067.663	418.835	139.289	3385.004	321.605	33.957
3401.904	711.144	2349.808	3367.056	995.013	2339.482	3166.412	750.408	2132.028	3321.530	755.144	1925.415	3298.537	662.820	1712.498	3368.644	625.808	2179.066	3133.797	974.077	2048.208	3002.818	609.182	2002.571	3847.568	449.385	2143.144	3845.689	389.369	2028.692	2697.467	1113.390	1981.156	2659.483	980.048	1907.509	4290.437	567.163	2046.707	4295.172	534.131	2111.228	4374.725	637.743	2073.485	4367.167	550.032	2159.378	2657.198	1264.875	1557.708	2633.341	1313.616	1580.984	2617.856	1388.389	1477.260	2688.864	1314.068	1449.385	2712.449	407.688	1669.637	2702.965	544.544	1649.442	2887.214	653.471	1401.253	2910.127	264.665	1474.483	2700.756	232.071	755.164	2658.260	461.386	740.927	3135.142	478.797	936.560	3092.913	669.285	818.740	1953.602	247.675	538.036	1978.228	392.279	540.279	1804.044	440.895	279.468	3127.729	283.929	175.929	3066.034	416.925	140.401	3385.299	321.713	34.093
3408.715	717.641	2349.653	3374.954	1001.559	2338.333	3172.114	755.634	2132.888	3326.437	759.624	1925.641	3302.612	666.144	1713.606	3376.928	627.766	2182.432	3138.040	978.413	2049.259	3007.324	614.806	2004.177	3862.354	457.079	2119.620	3856.183	410.429	2000.194	2699.400	1108.995	1985.491	2662.933	975.014	1913.118	4299.618	593.590	2022.591	4305.820	552.647	2082.792	4391.692	661.130	2053.788	4378.679	563.557	2130.905	2652.160	1257.593	1561.542	2627.938	1306.069	1584.705	2609.547	1379.008	1477.811	2681.418	1305.124	1450.321	2717.813	407.202	1675.203	2707.365	543.511	1653.586	2891.136	651.724	1404.766	2915.636	262.881	1480.855	2705.348	229.213	761.484	2663.578	458.620	747.694	3136.450	478.373	937.356	3092.476	668.373	819.973	1958.249	246.508	544.457	1983.120	390.840	546.755	1811.952	440.467	285.180	3128.511	283.663	176.273	3065.797	416.540	140.855	3385.482	321.828	34.187
